"","X","x"
"2392","features",92
"2402","FField",92
"2497","fpca",92
"2536","ftnonpar",92
"2592","gamlss.nl",92
"2690","gfcanalysis",92
"2727","gllm",92
"2739","glmpathcr",92
"2763","goalprog",92
"2781","gPdtest",92
"2893","HAPim",92
"2898","hapsim",92
"3109","InPosition",92
"3207","joineR",92
"3218","Julia",92
"3310","lassoscore",92
"3373","LIHNPSD",92
"3487","ltmle",92
"3575","maxlike",92
"3588","MCAPS",92
"3651","MetaDE",92
"3672","MetSizeR",92
"3675","MExPosition",92
"3791","MM",92
"3925","multiplex",92
"3932","muma",92
"3943","MVB",92
"4015","NetComp",92
"4135","objectProperties",92
"4136","objectSignals",92
"4168","OOmisc",92
"4244","pacbpred",92
"4256","PairViz",92
"4446","PIPS",92
"4534","polywog",92
"4585","predmixcor",92
"4704","qp",92
"4736","queueing",92
"4819","rARPACK",92
"4914","RcppProgress",92
"4934","Rdroolsjars",92
"4953","ReCiPa",92
"5036","RFLPtools",92
"5208","rococo",92
"5328","RTextureMetrics",92
"5529","seqMeta",92
"5538","servr",92
"5593","SimCorMultRes",92
"5597","simexaft",92
"5621","sisus",92
"5646","smart",92
"5703","soilphysics",92
"5749","sparseHessianFD",92
"5881","StatRank",92
"5956","survIDINRI",92
"5991","sweSCB",92
"6005","synbreedData",92
"6043","TDD",92
"6074","TFMPvalue",92
"6233","TUWmodel",92
"6275","varComp",92
"1418","BSSasymp",91
"1456","capwire",91
"1511","CensRegMod",91
"1532","cheb",91
"1603","clusthaplo",91
"1636","coefficientalpha",91
"1643","cold",91
"1665","CompareTests",91
"1684","condmixt",91
"1721","correlate",91
"1748","cpca",91
"1812","cvq2",91
"1859","dbEmpLikeGOF",91
"1879","ddst",91
"1944","dglars",91
"2070","drmdel",91
"2157","eiPack",91
"2178","emdatr",91
"2184","EMMAgeo",91
"2272","evobiR",91
"2305","extfunnel",91
"2324","factorplot",91
"2509","frailtyHL",91
"2582","gamclass",91
"2607","gbRd",91
"2689","GExMap",91
"2743","globalboosttest",91
"2908","HBSTM",91
"2987","HotDeckImputation",91
"3115","intcox",91
"3151","irtrees",91
"3314","Laterality",91
"3349","leapp",91
"3462","LPmerge",91
"3484","lss",91
"3488","LTPDvar",91
"3492","ltsk",91
"3522","Mangrove",91
"3599","mclogit",91
"3730","miRtest",91
"3874","MRsurv",91
"4028","networkTomography",91
"4052","nlreg",91
"4222","ORMDR",91
"4463","PlayerRatings",91
"4541","PopED",91
"4614","profileR",91
"4685","qat",91
"4690","QCGWAS",91
"4776","RAD",91
"4860","RClimMAWGEN",91
"4933","Rdrools",91
"4950","rebmix",91
"4964","RefFreeEWAS",91
"5072","Rhh",91
"5164","RnavGraphImageData",91
"5335","Rtsne",91
"5364","Rwinsteps",91
"5495","SEL",91
"5498","selectr",91
"5591","simboot",91
"5614","SimultAnR",91
"5664","SMNCensReg",91
"5715","someMTP",91
"5839","squash",91
"5955","Survgini",91
"5963","survPresmooth",91
"5977","svKomodo",91
"5986","SvyNom",91
"6172","TriMatch",91
"6189","tsbridge",91
"6222","tth",91
"6393","wnominate",91
"6409","wskm",91
"6421","XiMpLe",91
"1168","BayesGESM",90
"1330","bivarRIpower",90
"1356","bmk",90
"1479","CAvariants",90
"1503","cec2005benchmark",90
"1572","classGraph",90
"1576","clere",90
"1596","clustergas",90
"1605","clustrd",90
"1664","compareODM",90
"1688","confReg",90
"1788","csSAM",90
"1842","datacheck",90
"2021","dixon",90
"2024","dlmap",90
"2043","domino",90
"2138","EDISON",90
"2188","EMMIXuskew",90
"2373","fCertificates",90
"2508","FRACTION",90
"2610","gcdnet",90
"2672","geoscale",90
"2740","glmperm",90
"2836","gsbDesign",90
"2905","hbim",90
"2950","HIest",90
"2983","Holidays",90
"2999","HSAUR3",90
"3021","hwriterPlus",90
"3436","LogisticDx",90
"3579","MBCluster.Seq",90
"3841","MorseGen",90
"4002","ndl",90
"4150","odfWeave.survey",90
"4187","opmdata",90
"4274","parallelize.dynamic",90
"4283","ParetoPosStable",90
"4438","PhysicalActivity",90
"4503","pmg",90
"4542","popgen",90
"4543","PopGenKit",90
"4624","PropScrRand",90
"4846","RCA",90
"4916","RcppRoll",90
"5034","rfisheries",90
"5117","rJPSGCS",90
"5175","rngwell19937",90
"5202","robustreg",90
"5204","ROC632",90
"5516","sendplot",90
"5571","SHIP",90
"5652","SMCRM",90
"5802","SphericalCubature",90
"5945","Surrogate",90
"6138","topologyGSA",90
"6156","trapezoid",90
"6195","TSdist",90
"6264","usdm",90
"6302","vegclust",90
"6348","waterData",90
"6390","WMCapacity",90
"1121","avgrankoverlap",89
"1227","bdvis",89
"1229","beadarrayFilter",89
"1521","cggd",89
"1559","CircE",89
"1566","citccmst",89
"1615","CMPControl",89
"1660","Comp2ROC",89
"1799","CUMP",89
"1928","desire",89
"1988","DiscreteWeibull",89
"2015","DivE",89
"2094","dvfBm",89
"2108","dynsim",89
"2133","ecoreg",89
"2196","EMVC",89
"2217","epade",89
"2229","epr",89
"2299","expoTree",89
"2575","galts",89
"2711","GibbsACOV",89
"2800","granovaGG",89
"2822","grouped",89
"2833","GSAgm",89
"2838","GSE",89
"2879","GWRM",89
"3083","imguR",89
"3087","imputeMDR",89
"3122","InterVA4",89
"3132","investr",89
"3206","JohnsonDistribution",89
"3219","jvmr",89
"3221","KappaGUI",89
"3266","kolmim",89
"3281","kyotil",89
"3293","laercio",89
"3328","lbiassurv",89
"3345","LDtests",89
"3364","LGS",89
"3431","logcondiscr",89
"3501","MAclinical",89
"3518","mallet",89
"3589","mcbiopi",89
"3678","MFHD",89
"3716","MindOnStats",89
"3727","MIPHENO",89
"3908","MultiChIPmixHMM",89
"3911","multicon",89
"3928","multitable",89
"3959","MVpower",89
"4287","parmigene",89
"4420","PHeval",89
"4454","pkgutils",89
"4642","pseudo",89
"4834","rBeta2009",89
"4900","RCPmod",89
"4930","Rdistance",89
"4944","reader",89
"5011","REPPlab",89
"5192","robumeta",89
"5211","ROCt",89
"5314","rstiefel",89
"5673","sms",89
"5803","SpherWave",89
"5892","StMoSim",89
"5948","survAUC",89
"5989","SWATmodel",89
"6009","SynergizeR",89
"6192","TScompare",89
"6314","vimcom",89
"6349","waterfall",89
"6398","WordPools",89
"389","simPopulation",88
"1057","apmsWAPP",88
"1076","argparser",88
"1118","autoencoder",88
"1197","BaySIC",88
"1254","bezier",88
"1266","biasbetareg",88
"1287","bimetallic",88
"1364","bnpmr",88
"1422","bujar",88
"1494","CCpop",88
"1587","cloudUtil",88
"1653","CombinS",88
"1712","corcounts",88
"1752","cpk",88
"1846","datamap",88
"1984","DiscreteInverseWeibull",88
"1995","displayHTS",88
"2072","ds",88
"2074","DSBayes",88
"2086","DTMCPack",88
"2191","EMP",88
"2212","EntropyEstimation",88
"2336","fanc",88
"2381","fdaMixed",88
"2405","fftwtools",88
"2415","fICA",88
"2438","fishmove",88
"2440","fit4NM",88
"2555","futile.paradigm",88
"2559","FuzzyStatProb",88
"2571","GABi",88
"2733","glmmGS",88
"2820","groc",88
"2857","gtx",88
"3090","in2extRemes",88
"3155","ISDA.R",88
"3248","klausuR",88
"3311","lassoshooting",88
"3326","lazyData",88
"3386","lint",88
"3404","LMest",88
"3407","lmmfit",88
"3482","lspls",88
"3540","marelac",88
"3558","MAT",88
"3851","MPINet",88
"3901","MuFiCokriging",88
"3988","nbpMatching",88
"4086","NormPsy",88
"4119","NSA",88
"4355","PDSCE",88
"4510","pnn",88
"4547","poppr",88
"4660","psytabs",88
"4772","R4CDISC",88
"4802","randtests",88
"4931","rDNA",88
"5044","rgam",88
"5082","rich",88
"5095","RInSp",88
"5103","Ritc",88
"5115","Rjms",88
"5141","RMC",88
"5535","Sequential",88
"5679","SNFtool",88
"5786","SpeciesMix",88
"5947","surv2sampleComp",88
"5961","survJamda.data",88
"6010","SyNet",88
"6024","tabuSearch",88
"6105","timeROC",88
"6322","visualFields",88
"907","RPushbullet",87
"1083","aRpsDCA",87
"1339","blkergm",87
"1454","capme",87
"1486","ccChooser",87
"1540","chemosensors",87
"1613","CMF",87
"1634","codep",87
"1659","comorbidities",87
"1786","csound",87
"1789","cstar",87
"1803","curvetest",87
"1810","CVD",87
"1970","Digiroo2",87
"1996","dispmod",87
"2010","distrRmetrics",87
"2103","dynBiplotGUI",87
"2118","EasyMARK",87
"2163","elec.strat",87
"2230","EQL",87
"2283","ExactPath",87
"2414","FI",87
"2550","FusedPCA",87
"2574","GAIPE",87
"2703","ggROC",87
"2718","Giza",87
"2795","grade",87
"2805","GraphPCA",87
"2826","growthrate",87
"2895","haplo.ccs",87
"2904","hawkes",87
"2924","heavy",87
"3049","ibr",87
"3156","isdals",87
"3251","kmc",87
"3275","kSamples",87
"3304","lar",87
"3344","ldr",87
"3395","lm.br",87
"3398","lmec",87
"3438","LogitNet",87
"3528","MAPLES",87
"3541","marg",87
"3578","mbbefd",87
"3587","MC2toPath",87
"3676","MF",87
"3686","mgraph",87
"3694","miceadds",87
"3832","monitoR",87
"3866","MRCV",87
"3870","mritc",87
"3963","mvShapiroTest",87
"4066","NMRS",87
"4075","nonparaeff",87
"4142","oc",87
"4242","p3state.msm",87
"4298","PAS",87
"4417","pheno",87
"4612","ProfileLikelihood",87
"4672","pushoverr",87
"4752","R1magic",87
"4757","r2dRue",87
"4762","r2lh",87
"4786","Rambo",87
"4791","random.polychor.pa",87
"4818","Rarity",87
"4945","readMLData",87
"4971","reglogit",87
"5021","restlos",87
"5037","RfmriVC",87
"5190","RobRSVD",87
"5201","RobustRankAggreg",87
"5250","Rpoppler",87
"5359","RWebLogo",87
"5385","safeBinaryRegression",87
"5387","Sample.Size",87
"5686","snpEnrichment",87
"5743","sparktex",87
"5890","stinepack",87
"5944","surface",87
"6088","TiddlyWikiR",87
"6102","timeordered",87
"6129","tmle",87
"6242","TwoStepCLogit",87
"6347","wasim",87
"6359","wccsom",87
"1206","BBRecapture",86
"1248","betafam",86
"1296","binomialcftp",86
"1313","bioPN",86
"1426","bvenn",86
"1434","cabootcrs",86
"1470","catenary",86
"1515","CfEstimateQuantiles",86
"1578","ClickClust",86
"1598","clusterGenomics",86
"1633","codadiags",86
"1689","confreq",86
"1735","CountsEPPM",86
"1801","cumSeg",86
"1821","cyphid",86
"1963","diffEq",86
"1973","dinamic",86
"2028","DMR",86
"2052","DoubleCone",86
"2067","drgee",86
"2071","drsmooth",86
"2077","dse2",86
"2156","EILA",86
"2215","EnvNicheR",86
"2268","eventstudies",86
"2276","EWGoF",86
"2385","fdrci",86
"2437","fishMod",86
"2488","FormalSeries",86
"2502","fptdApprox",86
"2645","geneSignatureFinder",86
"2744","GlobalDeviance",86
"2775","govStatJPN",86
"2819","grnn",86
"2870","GWG",86
"2882","GxM",86
"2916","hdlm",86
"3024","HybridMC",86
"3044","IBDhaploRtools",86
"3048","Iboot",86
"3073","iFad",86
"3085","ImpactIV",86
"3097","inference",86
"3098","InferenceSMR",86
"3187","ivlewbel",86
"3220","KANT",86
"3233","kerdiest",86
"3262","knnGarden",86
"3291","labstatR",86
"3312","latdiag",86
"3332","lcda",86
"3593","mcgibbsit",86
"3613","McParre",86
"3655","metaMA",86
"3681","MFSAS",86
"3690","mht",86
"3718","Miney",86
"3722","minPtest",86
"3779","MLEP",86
"3798","mmeta",86
"3824","moduleColor",86
"3885","msgl",86
"3890","msme",86
"4077","nonrandom",86
"4088","normtest",86
"4109","npmv",86
"4177","OpenMPController",86
"4206","orcutt",86
"4305","pathClass",86
"4496","plumbr",86
"4600","PrivateLR",86
"4627","protiq",86
"4780","rags2ridges",86
"4795","randomGLM",86
"4799","randomNames",86
"4847","RCALI",86
"4858","rChoiceDialogs",86
"5116","Rjmsjars",86
"5134","RM2",86
"5188","RobPer",86
"5244","Rphylip",86
"5286","rsdepth",86
"5344","rv",86
"5384","SAFD",86
"5427","scaRabee",86
"5497","selectMeta",86
"5700","softImpute",86
"5722","sos4R",86
"5966","survsim",86
"6002","symbols",86
"6028","TapeR",86
"6133","toaster",86
"6248","ump",86
"6454","zendeskR",86
"1702","convexHaz",85
"1811","cvplogistic",85
"1856","dave",85
"1929","DESnowball",85
"1985","DiscreteLaplace",85
"2145","EffectsRelBaseline",85
"2160","EL",85
"2300","expp",85
"2495","FourScores",85
"2516","FRCC",85
"2563","fwi.fbp",85
"2633","GenBinomApps",85
"2640","geneListPie",85
"2726","glinternet",85
"2864","gvcm.cat",85
"2923","heatmapFit",85
"2935","hglasso",85
"2977","HMMpa",85
"3036","HyPhy",85
"3226","KATforDCEMRI",85
"3474","LSAfun",85
"3582","mblm",85
"3598","mcll",85
"3637","memgene",85
"3978","nadiv",85
"4010","Nemenyi",85
"4209","ORDER2PARENT",85
"4462","planar",85
"4668","pubmed.mineR",85
"4703","qmrparser",85
"4921","rCUR",85
"4977","rehh",85
"4994","rEMM",85
"5088","RImageJROI",85
"5245","rPlant",85
"5350","RVideoPoker",85
"5353","RVsharing",85
"5402","sand",85
"5505","SEMID",85
"5633","Skillings.Mack",85
"5640","SLHD",85
"5657","sme",85
"5785","SPECIES",85
"5790","spectralGP",85
"5897","stoichcalc",85
"5954","surveydata",85
"5967","survSNP",85
"6021","TableToLongForm",85
"6136","TopKLists",85
"6318","violinmplot",85
"6341","vwr",85
"1477","causalsens",84
"1543","chillR",84
"1551","chromoR",84
"1557","cin",84
"1758","CRAC",84
"1794","cubfits",84
"1809","CVcalibration",84
"1845","datalist",84
"1861","DBFTest",84
"1907","dendextendRcpp",84
"1975","DIRECT",84
"2169","EloRating",84
"2236","erboost",84
"2246","ES",84
"2374","fclust",84
"2386","FDRreg",84
"2498","FPDC",84
"2543","FunChisq",84
"2597","Gammareg",84
"2681","GESTr",84
"2765","GoFKernel",84
"2812","gridDebug",84
"2919","HDtweedie",84
"2975","hmmm",84
"3016","HW.pval",84
"3164","isocir",84
"3195","JASPAR",84
"3203","jmec",84
"3280","kulife",84
"3290","labeltodendro",84
"3357","lestat",84
"3374","likelihood",84
"3388","lisp",84
"3399","lmeNB",84
"3400","lmeNBBayes",84
"3441","logmult",84
"3465","LPS",84
"3489","LTR",84
"3792","mmand",84
"4048","nlmeU",84
"4169","OpasnetUtils",84
"4489","plsdof",84
"4559","PoweR",84
"4570","ppiPre",84
"4621","propagate",84
"4714","qtlbook",84
"4845","RC",84
"4935","rdryad",84
"4969","REGENT",84
"5203","robustX",84
"5218","ROI.plugin.symphony",84
"5255","rpsychi",84
"5324","RTConnect",84
"5330","rtfbs",84
"5357","rWBclimate",84
"5524","separationplot",84
"5534","sequences",84
"5651","SMCP",84
"5659","smfsb",84
"5692","SNSequate",84
"5701","soil.spec",84
"5753","sparseMVN",84
"5850","ssmrob",84
"5863","stam",84
"5869","STARSEQ",84
"5935","supclust",84
"6033","TauP.R",84
"6111","Tinflex",84
"6148","TrackReconstruction",84
"6257","uplift",84
"6280","VaRES",84
"6325","VisuClust",84
"6364","WebDevelopR",84
"6373","wethepeople",84
"1348","blowtorch",83
"1488","ccda",83
"1519","cgAUC",83
"1650","colourlovers",83
"1655","comclim",83
"1822","cytoDiv",83
"1848","datamerge",83
"1905","demoKde",83
"1941","dfexplore",83
"1980","Disake",83
"2114","easi",83
"2187","EMMIXskew",83
"2199","endogMNP",83
"2222","EpiDynamics",83
"2302","exptest",83
"2353","FastHCS",83
"2368","FBFsearch",83
"2426","FindAllRoots",83
"2444","fitDRC",83
"2446","fitTetra",83
"2455","FLIM",83
"2463","FluOMatic",83
"2523","freqweights",83
"2556","fuzzyFDR",83
"2598","gammSlice",83
"2685","GetR",83
"2710","gibbs.met",83
"2714","gIPFrm",83
"2721","glassomix",83
"2772","goric",83
"2943","HiClimR",83
"3003","hsphase",83
"3038","hypred",83
"3227","kcirt",83
"3284","kzs",83
"3343","LDOD",83
"3611","MConjoint",83
"3663","Metatron",83
"3744","MitISEM",83
"3776","mlearning",83
"3872","MRMR",83
"3888","msir",83
"3930","multivator",83
"4021","NetSim",83
"4032","neuRosim",83
"4123","nsprcomp",83
"4157","okmesonet",83
"4171","OPE",83
"4198","OptInterim",83
"4216","ordPens",83
"4303","patchDVI",83
"4377","pensim",83
"4381","Peptides",83
"4670","pumilioR",83
"4777","RADami",83
"4919","RcppZiggurat",83
"4928","RDIDQ",83
"4940","rdyncall",83
"4948","Rearrangement",83
"4959","RECSO",83
"5004","repolr",83
"5026","reweight",83
"5337","Ruchardet",83
"5410","SASPECT",83
"5488","SEER2R",83
"5574","shp2graph",83
"5594","simctest",83
"5626","sjdbc",83
"5810","SPIn",83
"5900","STPGA",83
"5902","stppResid",83
"5903","StrainRanking",83
"6007","SynchWave",83
"6046","tdthap",83
"6120","tlnise",83
"6165","TreeSimGM",83
"6208","TSMySQL",83
"906","RI2by2",82
"915","Mposterior",82
"1290","bingat",82
"1525","cgwtools",82
"1618","cna",82
"1638","coexist",82
"1732","cotrend",82
"1736","covLCA",82
"1737","covreg",82
"1798","cudia",82
"1800","cumplyr",82
"1839","darts",82
"1896","degenes",82
"1990","discrimARTs",82
"2186","EMMIXcontrasts",82
"2225","epinet",82
"2231","eqs2lavaan",82
"2304","ExtDist",82
"2451","flexCWM",82
"2504","fracprolif",82
"2601","gaoptim",82
"2605","gb",82
"2725","gldist",82
"2742","glmx",82
"2788","gpmap",82
"2809","greport",82
"2889","Hankel",82
"2890","HAP.ROR",82
"2934","hgam",82
"2955","HiLMM",82
"2959","hisemi",82
"2964","HIV.LifeTables",82
"3043","ibd",82
"3055","icaOcularCorrection",82
"3159","IsingSampler",82
"3210","JointRegBC",82
"3242","kinfit",82
"3252","kmconfband",82
"3278","ktsolve",82
"3419","localgauss",82
"3461","lpint",82
"3581","MBI",82
"3630","MedOr",82
"3632","MEET",82
"3673","MetStaT",82
"3754","mixlow",82
"3774","mlDNA",82
"3780","mleur",82
"3877","msarc",82
"3883","mseq",82
"3900","MUCflights",82
"3936","muRL",82
"3987","NBDdirichlet",82
"4108","NPMPM",82
"4118","nricens",82
"4121","nsga2R",82
"4344","pcnetmeta",82
"4492","plsRbeta",82
"4511","pocrm",82
"4537","PoMoS",82
"4564","powerMediation",82
"4579","PracTools",82
"4645","psidR",82
"4667","PubBias",82
"4918","RcppXts",82
"4960","REdaS",82
"4962","ref",82
"5061","Rgnuplot",82
"5228","rotations",82
"5239","rpartScore",82
"5320","RSvgDevice",82
"5362","RWiener",82
"5429","SCBmeanfd",82
"5430","SCEPtER",82
"5502","semGOF",82
"5531","seqmon",82
"5583","SightabilityModel",82
"5816","splusTimeDate",82
"5820","SPMS",82
"5828","spsmooth",82
"6112","TInPosition",82
"6115","titan",82
"6352","WaveCD",82
"6377","wgsea",82
"6385","WikipediR",82
"1272","biganalytics",81
"1343","blockmatrix",81
"1497","cdb",81
"1585","clinUtiDNA",81
"1764","crblocks",81
"1816","cvxclustr",81
"1874","dcv",81
"1900","deltaPlotR",81
"1912","Density.T.HoldOut",81
"1983","DiscML",81
"2053","DoubleExpSeq",81
"2088","dtt",81
"2105","dynCorr",81
"2162","elec",81
"2193","emplik2",81
"2207","enrichvs",81
"2209","ensembleMOS",81
"2297","expoRkit",81
"2317","ezglm",81
"2320","factas",81
"2376","fcros",81
"2407","FGalgorithm",81
"2434","fisheyeR",81
"2518","freestats",81
"2642","genepi",81
"2682","GetNenshuJP",81
"2686","gettingtothebottom",81
"2855","gte",81
"2887","hamlet",81
"2974","HMMCont",81
"2989","hotspots",81
"3002","hsmm",81
"3040","hzar",81
"3042","IAT",81
"3096","InfDim",81
"3114","intamapInteractive",81
"3370","LICurvature",81
"3439","logitnorm",81
"3456","lorec",81
"3494","luca",81
"3703","micromapST",81
"3711","migui",81
"3767","mizer",81
"3825","MOJOV",81
"3855","mpmcorrelogram",81
"3875","MRwarping",81
"3945","mvc",81
"3962","mvsf",81
"3970","mxkssd",81
"3979","namespace",81
"3992","ncbit",81
"4019","NetPreProc",81
"4056","NLSdata",81
"4089","normwhn.test",81
"4097","nparLD",81
"4111","nppbib",81
"4113","NPS",81
"4114","NPsimex",81
"4120","NScluster",81
"4247","packdep",81
"4336","pcaPA",81
"4338","pcenum",81
"4346","PCPS",81
"4456","PKmodelFinder",81
"4482","PlotRegionHighlighter",81
"4554","postCP",81
"4811","RAP",81
"4821","rasclass",81
"4863","rCMA",81
"4958","Records",81
"5053","RGenetics",81
"5212","ROCwoGS",81
"5258","rpud",81
"5276","rrules",81
"5278","RSADBE",81
"5302","rsnps",81
"5318","Rsundials",81
"5347","rvertnet",81
"5348","rvgtest",81
"5355","RVtests",81
"5445","scoring",81
"5448","SCperf",81
"5504","SemiCompRisks",81
"5600","Simile",81
"5667","smoothie",81
"5819","SPmlficmcm",81
"5860","StableEstim",81
"5913","stremo",81
"5919","structSSI",81
"5960","survJamda",81
"6213","Tsphere",81
"6225","ttutils",81
"6249","unbalanced",81
"6252","uniCox",81
"6259","UScancer",81
"6269","utility",81
"1549","chords",80
"1661","compactr",80
"1747","cpa",80
"1762","crantastic",80
"1819","cxxfunplus",80
"1858","dawai",80
"2027","dma",80
"2064","drawExpression",80
"2140","edmr",80
"2159","eiwild",80
"2214","EnviroStat",80
"2258","eulerian",80
"2274","EvoRAG",80
"2384","FDboost",80
"2411","FGSG",80
"2629","gemtc.jar",80
"2677","geotools",80
"2825","growthmodels",80
"2881","GWsignif",80
"2967","HK80",80
"2986","homtest",80
"3051","iBUGS",80
"3061","icensmis",80
"3126","IntLik",80
"3188","ivpack",80
"3433","LOGICOIL",80
"3496","LVMMCOR",80
"3602","MCMC.OTU",80
"3665","Meth27QC",80
"3771","mkssd",80
"4037","NHEMOtree",80
"4199","optiRum",80
"4210","orderbook",80
"4219","orientlib",80
"4333","pcaL1",80
"4347","pcrcoal",80
"4376","PenLNM",80
"4393","perry",80
"4429","phyext",80
"4471","plmDE",80
"4532","polySegratioMM",80
"4629","protoclass",80
"4634","PSAboot",80
"4781","RAHRS",80
"4812","RapidPolygonLookup",80
"4849","rCarto",80
"5000","Reot",80
"5012","represent",80
"5046","rgauges",80
"5136","RMallow",80
"5170","rneos",80
"5279","rsae",80
"5291","rsem",80
"5309","RSpincalc",80
"5382","sae",80
"5425","scape",80
"5432","SCGLR",80
"5453","scriptests",80
"5554","sglOptim",80
"5649","SMC",80
"5663","SML",80
"5709","SOLOMON",80
"5757","spate",80
"5975","svHttp",80
"5979","SVMMaj",80
"6050","TED",80
"6056","TERAplusB",80
"6355","wavemulcor",80
"6380","WhopGenome",80
"6384","wikibooks",80
"6461","zooimage",80
"917","TurtleGraphics",79
"1711","corclass",79
"1804","curvHDR",79
"1836","dams",79
"1946","dgmb",79
"1977","directPA",79
"1986","discreteMTP",79
"2055","dpa",79
"2073","dsample",79
"2093","dupiR",79
"2149","eggCounts",79
"2244","ERP",79
"2295","expert",79
"2315","eyetracking",79
"2331","faisalconjoint",79
"2357","fastM",79
"2394","federalregister",79
"2500","fpow",79
"2522","freqparcoord",79
"2541","fume",79
"2767","GOGANPA",79
"2780","GPCSIV",79
"2884","haarfisz",79
"2906","hbmem",79
"2925","helloJavaWorld",79
"2969","hlr",79
"3041","IASD",79
"3099","inflection",79
"3241","kin.cohort",79
"3396","lmbc",79
"3405","lmf",79
"3418","localdepth",79
"3524","Map2NCBI",79
"3543","marginalmodelplots",79
"3562","maticce",79
"3595","mcheatmaps",79
"3741","MiST",79
"3810","mobForest",79
"3894","msSurv",79
"3927","multisensi",79
"4033","Newdistns",79
"4053","NLRoot",79
"4145","ocean",79
"4230","osDesign",79
"4267","pamm",79
"4342","pcIRT",79
"4373","pencopula",79
"4415","phenex",79
"4423","phom",79
"4442","PIGE",79
"4601","prLogistic",79
"4631","protr",79
"4706","qPCR.CT",79
"4726","quantchem",79
"4965","refGenome",79
"4995","remMap",79
"5024","reutils",79
"5081","ri",79
"5126","rkt",79
"5196","robustfa",79
"5413","saves",79
"5431","SCEPtERextras",79
"5451","ScreenClean",79
"5472","sdprisk",79
"5501","semdiag",79
"5602","simMSM",79
"5629","skatMeta",79
"5643","smaa",79
"5698","softclassval",79
"5754","sparsenet",79
"5755","spartan",79
"5888","stilt",79
"5939","superMDS",79
"5952","survexp.fr",79
"6001","symbolicDA",79
"6095","tileHMM",79
"6119","tlmec",79
"6146","track",79
"6150","traitr",79
"6237","twiddler",79
"6279","VarEff",79
"6323","visualizationTools",79
"6360","WCQ",79
"6411","wSVM",79
"6419","xgrid",79
"1509","censNID",78
"1639","CoImp",78
"1726","corTools",78
"1910","dendsort",78
"1994","disp2D",78
"2000","distfree.cr",78
"2172","em2",78
"2248","esotericR",78
"2266","eventInterval",78
"2275","evt0",78
"2303","exsic",78
"2306","extraBinomial",78
"2372","fcd",78
"2397","fExpressCertificates",78
"2410","fgof",78
"2484","forensic",78
"2731","glmlep",78
"2869","gwerAM",78
"2985","homeR",78
"2993","hpoPlot",78
"3070","idr",78
"3074","ifs",78
"3189","iWeigReg",78
"3190","iwtp",78
"3283","kzft",78
"3335","lctools",78
"3342","ldlasso",78
"3563","matie",78
"3584","mbmdr",78
"3621","mdatools",78
"3656","metamisc",78
"3712","MIICD",78
"3720","minimax",78
"3790","MLRMPA",78
"3801","mmm2",78
"3910","MultiCNVDetect",78
"3914","multiDimBio",78
"3990","nCal",78
"4007","NEff",78
"4022","netweavers",78
"4125","nullabor",78
"4227","orsk",78
"4266","PamGeneMixed",78
"4291","partitionMap",78
"4369","PEMM",78
"4386","performanceEstimation",78
"4498","plusser",78
"4531","polySegratio",78
"4556","potts",78
"4813","RAPIDR",78
"4854","RCEIM",78
"5041","rfPermute",78
"5293","rSFA",78
"5426","scar",78
"5483","SECP",78
"5496","selectiongain",78
"5536","sequenza",78
"5572","shotGroups",78
"5603","simone",78
"5645","smam",78
"5735","spacodiR",78
"5858","stab",78
"5946","suRtex",78
"6023","tabplotd3",78
"6027","TANOVA",78
"6049","TeachNet",78
"6118","tlemix",78
"6181","truncgof",78
"6324","visualize",78
"6391","WMDB",78
"6444","YplantQMC",78
"1398","branchLars",77
"1820","cycloids",77
"1962","diffdepprop",77
"2057","dpglasso",77
"2090","dualScale",77
"2158","eive",77
"2206","enRich",77
"2242","ergmharris",77
"2282","exactmeta",77
"2435","FisHiCal",77
"2521","freqMAP",77
"2581","gamboostMSM",77
"2651","genMOSS",77
"2708","GHQp",77
"2841","gsg",77
"2902","hashFunction",77
"3015","humanFormat",77
"3068","identity",77
"3102","infoDecompuTE",77
"3105","infutil",77
"3354","leiv",77
"3443","logregperm",77
"3447","longCatEDA",77
"3453","loop",77
"3713","MILC",77
"3763","mixstock",77
"3766","MixtureInf",77
"3800","mmm",77
"3821","modiscloud",77
"3893","msr",77
"3982","NAPPA",77
"3985","naturalsort",77
"4013","netClass",77
"4060","nlt",77
"4215","OrdNor",77
"4234","OutbreakTools",77
"4252","PAGI",77
"4272","Paneldata",77
"4306","pathdiagram",77
"4443","PIGShift",77
"4512","POET",77
"4561","powerAnalysis",77
"4630","PROTOLIDAR",77
"4691","qcr",77
"4775","race",77
"4785","rAltmetric",77
"4801","randomUniformForest",77
"4830","rAvis",77
"4975","regsubseq",77
"4983","relaxnet",77
"5084","RidgeFusion",77
"5086","RIFS",77
"5107","riverplot",77
"5200","robustloggamma",77
"5474","SE.IGE",77
"5485","secrdesign",77
"5526","seqDesign",77
"5546","sExtinct",77
"5549","sft",77
"5608","Simpsons",77
"5611","SimSeq",77
"5658","SMFI5",77
"5670","smoothtail",77
"5794","speff2trial",77
"5806","SPIAssay",77
"5914","StressStrength",77
"6025","TAHMMAnnot",77
"6169","TRIANGG",77
"6205","TSjson",77
"1413","bshazard",76
"1759","crackR",76
"1881","deamer",76
"2022","dkDNA",76
"2155","eigenprcomp",76
"2517","freeknotsplines",76
"2530","frt",76
"2694","ggHorizon",76
"3000","hSDM",76
"3086","imprProbEst",76
